num_pozo,empresa,propietario,propietariotel,propietariofax,propietariopostal,propietarioemail,propietariodirec,agua uso,Uso del agua agregado,caudal,direcpozo,profundidad,sperfora,captar,hojacarto,latitud,longitud,altitud,provincia,canton,distrito,lugar,fechaap
BC-564,AGUA SEGURA LTDA.,LUIS A.MASTROENI VILLALOBOS,,,,,,RIEGO,Agroganadería,1.00,,75.00,PERCUSION,G Bar Mira Chap,BARRANCA,206625,474900,,2,209,20904,LIMONAL,2005-05-10
BC-565,AGUA SEGURA LTDA.,LUIS A.CORDOBA CORDOBA,,,,,,RIEGO,Agroganadería,2.00,,80.00,ROTACION,G Bar Mira Chap,BARRANCA,219075,470700,270.00,6,602,60204,SAN RAFAEL,2003-06-17
BC-566,J.J. BADILLA BARQUERO,MARIO HUERTAS CHAVARRIA,,,,,,RIEGO,Agroganadería,1.00,,52.00,PERCUSION,G Bar Mira Chap,BARRANCA,202150,465650,30.00,6,611,61102,COYOLAR,2003-06-17
BC-567,ZARAGOZA S.A.,CARLOS A.GOMEZ BORGE,,,,,,RIEGO,Agroganadería,2.00,,175.00,PERCUSION,G Bar Mira Chap,BARRANCA,206725,474860,175.00,2,209,20904,LIMONAL,2003-06-26
BC-568,GOLDONI S.A.,GALVATICA S.A.,,,,,,INDUSTRIAL,Industrial y comercial,2.00,,150.00,ROTACION,G Bar Mira Chap,BARRANCA,210420,462700,40.00,2,209,20905,SALINAS,2003-06-26
BC-569,SIN DATO,ROSARIO MORA/JULIA MENDEZ,,,,,,DOMESTICO,Consumo humano,1.00,,40.00,PERCUSION,FM.PTA.CARBALLO,BARRANCA,219220,466425,230.00,6,602,60202,SAN JUAN CHIQUITO,2003-07-10
BC-57,SENARA,FERTICA S.A.,,,,,,INDUSTRIAL,Industrial y comercial,12.00,,47.00,PERCUSION,G Bar Mira Chap,BARRANCA,218010,455250,10.00,6,601,60108,EL ROBLE,1977-03-03
BC-570,GOLDONI S.A.,TRANSITARIA S.A.,,,,,,INDUSTRIAL,Industrial y comercial,,,35.00,ROTACION,G Bar Mira Chap,BARRANCA,210650,458400,40.00,6,602,60202,MATA DE LIMON,2003-07-23
BC-571,ZARAGOZA S.A.,CARLOS G.RODRIGUEZ VASQUEZ,,,,,,RIEGO,Agroganadería,2.50,,106.00,PERCUSION,G Bar Mira Chap,BARRANCA,208275,474095,170.00,2,209,20904,COYOLAR,2003-07-23
BC-572,ARVIN DIONISIO CARRION,LIGIA M.ALFARO ZAMORA,,,,,,DOMEST-RIEGO,Agroganadería,0.75,,46.00,PERCUSION,G Bar Mira Chap,BARRANCA,212820,479850,220.00,2,204,20402,SAN MATEO,2003-08-14
BC-573,ZARAGOZA S.A.,JUAN CARLOS ALVARADO ALFARO,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,69.00,PERCUSION,G Bar Mira Chap,BARRANCA,204225,471445,120.00,2,209,20904,LAGUNILLA,2003-08-14
BC-574,ZARAGOZA S.A.,ASOC.ACUEDUCTO UVITA/TRINIDAD,,,,,,ABAST. PUBLICO,Consumo humano,2.40,,76.00,PERCUSION,G Bar Mira Chap,BARRANCA,209050,465260,80.00,2,209,20905,SALINAS,2003-09-08
BC-575,ZARAGOZA S.A.,ANTONIO VALVERDE ROJAS,,,,,,RIEGO,Agroganadería,2.00,,62.00,PERCUSION,G Bar Mira Chap,BARRANCA,209065,475790,160.00,2,209,20904,HACEINDA COYOLAR,2003-11-10
BC-576,J.J. BADILLA BARQUERO,GRUPO CAVISA NUMERO UNO S.A.,,,,,,DOMEST-RIEGO,Agroganadería,1.20,,80.00,ROTACION,G Bar Mira Chap,BARRANCA,209900,478850,160.00,2,209,20901,OROTINA,2003-11-10
BC-577,AGUA SEGURA LTDA.,INV.INMOB.DANIELA MB S.A.,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,110.00,ROTACION,G Bar Mira Chap,BARRANCA,218780,470110,280.00,6,602,60204,SAN RAFAEL,2003-11-13
BC-578,GOLDONI S.A.,DESARROLLO SOL Y MAR S.A.,,,,,,TURISTICO,Turismo,1.00,,122.00,ROTACION,G Bar Mira Chap,BARRANCA,204300,464215,80.00,6,611,61102,BAJAMAR,2003-11-13
BC-579,AGUA SEGURA LTDA.,ASOC.SOLID.EMPL.C.N.F.L.,,,,,,TURISTICO,Turismo,5.00,,75.00,ROTACION,G Bar Mira Chap,BARRANCA,204255,463275,40.00,6,611,61102,BAJAMAR,2003-11-21
BC-58,COSTARRICENSE S.A.,FDO C. M.,,,,,,RIEGO,Agroganadería,0.34,,30.00,PERCUSION,G Bar Mira Chap,BARRANCA,217200,465350,190.00,6,602,60202,SAN JUAN GRANDE,1976-11-18
BC-580,OMEGA S.A.,INMOBILIARIA ASYMA S.A.,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,,PERCUSION,G Bar Mira Chap,BARRANCA,209750,479100,200.00,2,209,20901,OROTINA,2003-12-15
BC-581,PERF. ACUARIO S.A,ABONOS DEL PACIFICO S.A.,,,,,,INDUSTRIAL,Industrial y comercial,1.50,,100.00,PERCUSION,G Bar Mira Chap,BARRANCA,208400,465650,100.00,2,209,20905,KM 81,2004-01-21
BC-582,ARAGONES & CIA,RUTRAKAN S.A.,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,80.00,PERCUSION,G Bar Mira Chap,BARRANCA,210320,480400,190.00,2,209,20903,LA ARBOLEDA,2004-01-21
BC-583,ZARAGOZA S.A.,MINICIPALIDAD DE OROTINA,,,,,,RIEGO,Agroganadería,1.00,,75.00,PERCUSION,G Bar Mira Chap,BARRANCA,210250,478893,215.00,2,209,20901,OROTINA,2004-01-21
BC-584,ARVIN DIONISIO CARRION,SIGIFREDOVILLEGAS/LUIS NU?EZ,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,50.00,PERCUSION,G Bar Mira Chap,BARRANCA,213090,463265,40.00,6,602,60202,SAN JUAN GDE.,2004-02-12
BC-585,ARAGONES & CIA,EURO INV.INMOBILIARIAS S.A.,,,,,,TURISTICO,Turismo,2.20,,90.00,PERCUSION,G Bar Mira Chap,BARRANCA,217800,458800,35.00,6,602,60201,MAYON,2004-02-12
BC-586,ZARAGOZA S.A.,"PASCO RS CURTO S,A,",,,,,,DOMEST-RIEGO,Agroganadería,2.00,,95.00,PERCUSION,G Bar Mira Chap,BARRANCA,203753,471313,160.00,2,209,20904,LAGUNILLA,2004-02-26
BC-587,ZARAGOZA S.A.,"JOSE,EUGENIA Y LUCIA CARRO S.A",,,,,,DOMEST-RIEGO,Agroganadería,0.50,,76.00,PERCUSION,G Bar Mira Chap,BARRANCA,211560,481135,250.00,2,209,20903,MARICHAL,2004-02-26
BC-588,ARVIN DIONISIO CARRION,FRANCISCO PEREZ/ESTER ARIAS,,,,,,DOMEST-RIEGO,Agroganadería,0.75,,54.00,PERCUSION,G Bar Mira Chap,BARRANCA,208993,463743,45.00,2,209,20905,SALINAS,2004-02-26
BC-589,ARVIN DIONISIO CARRION,COMPA?IA GANADERA EL TRONCO,,,,,,DOMEST-RIEGO,Agroganadería,2.40,,50.00,PERCUSION,G Bar Mira Chap,BARRANCA,217240,465755,210.00,6,602,60202,SAN JUAN GRANDE,2004-03-09
BC-59,SIN DATO,WILLIAM RICHARDT,,,,,,DOMESTICO,Consumo humano,0.50,,45.00,PERCUSION,G Bar Mira Chap,BARRANCA,211700,480800,250.00,2,209,20903,MARICHAL,1977-02-11
BC-590,J.J. BADILLA BARQUERO,FLORES NU?EZ S.A.,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,58.00,PERCUSION,G Bar Mira Chap,BARRANCA,211550,479940,220.00,2,209,20901,OROTINA,2004-03-09
BC-591,ARVIN DIONISIO CARRION,ASESORIAS META S.A.,,,,,,RIEG_DOM_TUR,Turismo,2.00,,54.00,PERCUSION,G Bar Mira Chap,BARRANCA,216878,467737,200.00,6,602,60204,EL BARON,2004-04-21
BC-592,ZARAGOZA S.A.,JORGE L.MURILLO RODRIGUEZ,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,36.00,PERCUSION,G Bar Mira Chap,BARRANCA,207632,473148,145.00,2,209,20904,COYOLAR,2004-04-21
BC-593,JORGE MORERA CASTILLO,MARTA IRIS QUIROS MADRIGAL,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,50.00,ROTACION,G Bar Mira Chap,BARRANCA,217972,469170,245.00,6,602,60204,SAN RAFAEL,2004-04-30
BC-594,HIDROMAQ S.A.,PATRICIA MARROQUIN/MICHAEL C.,,,,,,RIEGO,Agroganadería,0.70,,38.00,PERCUSION,G Bar Mira Chap,BARRANCA,213473,478428,240.00,2,204,20401,RAMADAS,2004-04-30
BC-595,TRIPLE A S.A.,LORROTER S.A.,,,,,,DOMESTICO,Consumo humano,2.20,,55.00,PERCUSION,G Bar Mira Chap,BARRANCA,212000,480900,,2,209,20903,HDA.VIEJA,2004-05-18
BC-596,TRIPLE A S.A.,D L Z DEYLUZA S.A.,,,,,,DOMESTICO,Consumo humano,1.00,,80.00,PERCUSION,G Bar Mira Chap,BARRANCA,207850,468125,122.00,2,209,20905,GUACIMO,2004-05-18
BC-597,ZARAGOZA S.A.,MARTIN ESPINOZA NU?EZ,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,60.00,PERCUSION,G Bar Mira Chap,BARRANCA,206982,466492,60.00,2,209,20905,OROTINA,2004-05-18
BC-598,PG.POZOS DE GUANACASTE,VIRGINIA MARIA SELL SALAZAR,,,,,,DOMEST-RIEGO,Agroganadería,0.65,,70.00,ROTACION,G Bar Mira Chap,BARRANCA,214600,469200,185.00,2,204,20403,LABRADOR,2004-05-25
BC-599,ZARAGOZA S.A.,RALLS S.A.,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,100.00,PERCUSION,G Bar Mira Chap,BARRANCA,209185,476163,120.00,2,209,20904,CORAZON DE JESUS,2004-06-01
BC-6,OLSEN,,,,,,,DOMESTICO,Consumo humano,0.50,,45.72,PERCUSION,G Bar Mira Chap,BARRANCA,218750,455000,4.61,6,601,60115,EL ROBLE,1971-07-30
BC-60,GUANACASTECA,REST. MIRADOR ENID,,,,,,DOMESTICO,Consumo humano,0.50,,45.00,PERCUSION,G Bar Mira Chap,BARRANCA,219900,462400,200.00,6,602,60201,RESTAURANT ENID,1977-04-29
BC-600,ZARAGOZA S.A.,TRANSPORTES QUE MUEVEN TQM S.A,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,55.00,PERCUSION,G Bar Mira Chap,BARRANCA,208338,466251,80.00,2,209,20905,LA TRINIDAD,2004-06-01
BC-601,ARVIN DIONISIO CARRION,WILBERTH BARRANTES FUENTES,,,,,,DOMEST-RIEGO,Agroganadería,1.50,,40.00,PERCUSION,G Bar Mira Chap,BARRANCA,219060,466073,240.00,6,602,60202,SAN JUAN CHIQUITO,2004-06-01
BC-602,ZARAGOZA S.A.,RAMON SERRANO VILLALOBOS,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,82.00,PERCUSION,G Bar Mira Chap,BARRANCA,212807,469204,145.00,2,204,20403,LABRADOR,2004-06-01
BC-603,ARVIN DIONISIO CARRION,RAFAEL MU?OZ SOTO,,,,,,DOMEST-RIEGO,Agroganadería,2.50,,40.00,PERCUSION,G Bar Mira Chap,BARRANCA,208964,460573,20.00,6,602,60202,SALINAS,2004-06-01
BC-604,COSTARRICENSE S.A.,MEGAGRO S.A.,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,50.00,PERCUSION,G Bar Mira Chap,BARRANCA,211600,480950,255.00,2,209,20903,MARICHAL,2004-06-01
BC-605,PG.POZOS DE GUANACASTE,ASOC.ORG.CARIDAD PENUEL INC.,,,,,,DOMEST-RIEGO,Agroganadería,1.50,,80.00,ROTACION,G Bar Mira Chap,BARRANCA,220000,475000,,6,602,60204,MARATON,2004-06-01
BC-606,AGUA SEGURA LTDA.,DISTRIBUIDORA RAYCU S.A.,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,42.00,ROTACION,G Bar Mira Chap,BARRANCA,219400,465000,230.00,6,602,60203,NANCES,2004-06-14
BC-607,ARVIN DIONISIO CARRION,ELIZABETH GRANADOS SANCHEZ,,,,,,ABAST. PUBLICO,Consumo humano,2.00,,60.00,PERCUSION,G Bar Mira Chap,BARRANCA,216665,467675,205.00,6,602,60204,EL BARON,2004-06-10
BC-608,AGUA SEGURA LTDA.,ALEJANDRO HERRERA DUARTE,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,87.00,ROTACION,G Bar Mira Chap,BARRANCA,218477,465430,230.00,6,602,60202,SAN JUAN CHIQUITO,2004-06-10
BC-609,TRIPLE A S.A.,INVERSIONES FAM DEL ESTE,,,,,,DOMEST-RIEGO,Agroganadería,1.50,,70.00,,G Bar Mira Chap,BARRANCA,218760,469740,,6,602,60204,SAN RAFAEL,2004-06-23
BC-61,SIN DATO,FERTICA S.A.,,,,,,INDUSTRIAL,Industrial y comercial,22.00,,30.00,PERCUSION,G Bar Mira Chap,BARRANCA,218220,455900,10.00,6,601,60108,EL ROBLE,1977-06-14
BC-610,TRIPLE A S.A.,OTILIO CORDOBA NU?EZ,,,,,,DOMESTICO,Consumo humano,3.50,,68.00,,G Bar Mira Chap,BARRANCA,208500,465920,,2,209,20905,TRINIDAD VIEJA,2004-06-23
BC-611,GOLDONI S.A.,ASDRUBAL VASQUEZ NU?EZ,,,,,,DOMESTICO,Consumo humano,0.30,,114.00,ROTACION,G Bar Mira Chap,BARRANCA,203290,469620,,6,611,61102,LAGUNILLAS,2004-07-30
BC-612,HIDROMAQ S.A.,EL CORCEL BLANCO ALAJUELENSE S,,,,,,DOMEST-RIEGO,Agroganadería,3.00,,75.00,PERCUSION,G Bar Mira Chap,BARRANCA,209850,474560,,2,209,20902,OROTINA,2004-07-30
BC-613,AyA,AYA,,,,,,ABAST. PUBLICO,Consumo humano,10.00,,60.00,PERCUSION,G Bar Mira Chap,BARRANCA,209600,467700,,2,209,20905,CASCAJAL DE OROTINA,2000-06-14
BC-614,AyA,COMUNIDAD,,,,,,ABAST. PUBLICO,Consumo humano,8.00,,45.00,PERCUSION,G Bar Mira Chap,BARRANCA,217200,467000,,6,602,60202,S.JUAN GRANDE,2001-06-25
BC-615,AyA,AYA,,,,,,ABAST. PUBLICO,Consumo humano,2.00,,50.00,PERCUSION,G Bar Mira Chap,BARRANCA,214300,479200,,2,204,20401,SAN MATEO,2001-09-23
BC-616,GRIEGAS S.A.,CLUB DE PLAYA BAJA MAR S.A.,,,,,,DOMESTICO,Consumo humano,0.50,,30.00,PERCUSION,G Bar Mira Chap,BARRANCA,204310,462419,,6,611,61102,BAJAMAR,2007-06-29
BC-617,AyA,COMUNIDAD,,,,,,ABAST. PUBLICO,Consumo humano,8.00,,80.00,OTRO,G Bar Mira Chap,BARRANCA,216300,467400,,6,602,60204,BARON,2003-02-15
BC-618,ARVIN DIONISIO CARRION,INVERSIONES QUESADA S.A.,,,,,,DOMEST-RIEGO,Agroganadería,0.75,,43.00,PERCUSION,G Bar Mira Chap,BARRANCA,218804,467758,,6,602,60203,PAIRES,2004-10-07
BC-619,PERF. ROCA S.A.,MANUEL ESPINOZA/VIRGINIA QUESA,,,,,,ABREVADERO,Agroganadería,2.00,,70.00,PERCUSION,G Bar Mira Chap,BARRANCA,202300,466150,,6,611,61102,COYOLAR,2004-10-07
BC-62,AGROPOZO,PECOSA,,,,,,INDUSTRIAL,Industrial y comercial,,,8.00,OTRO,G Bar Mira Chap,BARRANCA,219750,459800,20.00,6,601,60108,PLANTA PECOSA,1977-10-05
BC-620,PERF. ROCA S.A.,EDGAR PEREZ/GERARDINA RODRIGUE,,,,,,ABREVADERO,Agroganadería,2.00,,70.00,PERCUSION,G Bar Mira Chap,BARRANCA,202900,465300,,6,611,61102,COYOLAR,2004-10-07
BC-621,ZARAGOZA S.A.,JUAN R.ROJAS MADRIGAL,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,66.00,PERCUSION,G Bar Mira Chap,BARRANCA,204346,471881,,2,209,20904,LAGUNILLAS,2004-10-25
BC-622,NUEVO MILENIO CIUD.COLON,LA CHATA DE ITALIA S.A.,,,,,,DOMEST-RIEGO,Agroganadería,3.00,,105.00,PERCUSION,G Bar Mira Chap,BARRANCA,211410,476865,,2,209,20901,CUATRO SEQUINAS,2004-12-09
BC-623,JIMENEZ  Y DELGADO LTDA,MELONES DEL PACIFICO S.A.,,,,,,RIEGO,Agroganadería,5.00,,40.00,PERCUSION,G Bar Mira Chap,BARRANCA,212376,462957,,6,602,60202,CAMBALACHE,2005-03-09
BC-624,GRIEGAS S.A.,ANA F. CHAVEZ TREJOS,,,,,,DOMESTICO,Consumo humano,2.80,,38.00,PERCUSION,G Bar Mira Chap,BARRANCA,211075,476338,197.00,2,209,20902,CUATRO ESQUINAS ESTE,2005-03-31
BC-625,AGUA SEGURA LTDA.,CARLOS E. BARBOZA GOMEZ,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,50.00,PERCUSION,G Bar Mira Chap,BARRANCA,212803,479350,,2,204,20402,SAN MATEO,2005-03-31
BC-626,ZARAGOZA S.A.,GUSTAVO CASCANTE ORTIZ,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,69.00,PERCUSION,G Bar Mira Chap,BARRANCA,202390,468607,,6,611,61102,LAGUNILLAS,2005-03-31
BC-627,GOLDONI S.A.,DIEM S.A.,,,,,,DOMESTICO,Consumo humano,2.00,,125.00,ROTACION,G Bar Mira Chap,BARRANCA,207900,467800,,2,209,20905,LA CEIBA,2005-03-31
BC-628,ARVIN DIONISIO CARRION,ESPIRITU VENEGAS MORA,,,,,,DOMESTICO,Consumo humano,1.50,,59.00,PERCUSION,G Bar Mira Chap,BARRANCA,215532,463274,,6,602,60202,EL JOCOTE,2005-04-20
BC-629,GRIEGAS S.A.,MARCO A. CAMPOS RODRIGUEZ,,,,,,RIEG_DOM_TUR,Turismo,0.50,,48.00,PERCUSION,G Bar Mira Chap,BARRANCA,210622,458382,,6,602,60202,MATA DE LIMON,2005-05-04
BC-63,COSTARRICENSE S.A.,FERNANDO LANG,,,,,,DOMESTICO,Consumo humano,0.50,,60.00,PERCUSION,G Bar Mira Chap,BARRANCA,218800,465300,,6,602,60202,SAN J. CHIQUITO,1977-10-21
BC-630,AGUA SEGURA LTDA.,FERMA ROMANTICA S.A.,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,140.00,ROTACION,G Bar Mira Chap,BARRANCA,204339,464575,,6,611,61102,BAJAMAR,2005-05-12
BC-631,ARAGONES & CIA,ELEDIO M.HIDALGO QUIROS,,,,,,AGROINDUSTRIAL,Industrial y comercial,0.40,,85.00,PERCUSION,G Bar Mira Chap,BARRANCA,217200,469800,,6,602,60204,SAN RAFAEL,2005-05-17
BC-632,NUEVO MILENIO CIUD.COLON,ROBERTO GUERRERO SAAVEDRA,,,,,,DOMEST-RIEGO,Agroganadería,1.36,,59.00,PERCUSION,G Bar Mira Chap,BARRANCA,202346,468764,,6,611,61102,LAGUNILLAS,2005-05-24
BC-633,ZARAGOZA S.A.,"AGENCIA DE VIAJES FAYTUR S,A,",,,,,,DOMEST-RIEGO,Agroganadería,1.50,,80.00,PERCUSION,G Bar Mira Chap,BARRANCA,219063,459674,,6,602,60201,MOJON,2005-05-24
BC-634,WILLIAM RAMOS ROBLES,MERCIFUL POINT S.A.,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,40.00,PERCUSION,G Bar Mira Chap,BARRANCA,215750,455750,,6,602,60201,PLAYA LINDA,2005-06-15
BC-635,ZARAGOZA S.A.,ARAYA HERREARA S.A.,,,,,,DOMEST-RIEGO,Agroganadería,1.50,,64.00,PERCUSION,G Bar Mira Chap,BARRANCA,208371,466379,,2,209,20905,LA TRINIDAD,2005-07-01
BC-636,DANIEL ZUMBADO C.,LOMAS DEL TEJAR S.A.,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,40.00,ROTACION,G Bar Mira Chap,BARRANCA,219775,461308,,6,602,60201,TEJAR,2005-07-01
BC-637,ARVIN DIONISIO CARRION,RUTH RODRIGUEZ CARRILLO,,,,,,DOMESTICO,Consumo humano,1.50,,50.00,PERCUSION,G Bar Mira Chap,BARRANCA,214044,456940,,6,602,60201,LA MONCHA,2005-08-31
BC-638,PERF. ROCA S.A.,RICARDO F.FALCO GONZALEZ,,,,,,DOMEST-RIEGO,Agroganadería,4.00,,102.00,ROTACION,G Bar Mira Chap,BARRANCA,206900,467150,,2,209,20905,LA CEIBA,2005-09-14
BC-639,ZARAGOZA S.A.,INVERSIONES LUZ MARGARITA S.A.,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,80.00,PERCUSION,G Bar Mira Chap,BARRANCA,211128,478068,,2,209,20901,KILOMETRO,2005-10-12
BC-64,SIN DATO,F. CHANGO,,,,,,DOMESTICO,Consumo humano,0.50,,15.00,OTRO,G Bar Mira Chap,BARRANCA,219200,458400,30.00,6,601,60108,BARRANCA,1977-01-19
BC-640,NUEVO MILENIO CIUD.COLON,CESAR A.JARAMILLO GALLEGO,,,,,,DOMESTICO,Consumo humano,0.40,,60.00,PERCUSION,G Bar Mira Chap,BARRANCA,213701,456903,,6,602,60201,CALDERA,2005-10-20
BC-641,PERF. ROCA S.A.,SERVICIOS INTERNAC.DE CONSULTORIA,,,,,,DOMEST-RIEGO,Agroganadería,7.00,,118.00,ROTACION,G Bar Mira Chap,BARRANCA,207670,468000,122.00,2,209,20905,GUACIMO,2005-11-22
BC-642,AGUA SEGURA LTDA.,AGRICOLA VARSA DE OROTINA S.A.,,,,,,INDUSTRIAL,Industrial y comercial,20.00,,38.00,ROTACION,G Bar Mira Chap,BARRANCA,210240,461560,,2,209,20905,SALINAS,2005-12-16
BC-643,AGUA SEGURA LTDA.,LUIS VARGAS/JULIA SALAS,,,,,,INDUSTRIAL,Industrial y comercial,15.00,,36.00,ROTACION,G Bar Mira Chap,BARRANCA,208733,461264,,2,209,20905,SALINAS,2005-12-16
BC-644,AGUA SEGURA LTDA.,LUIS SABINO VARGAS ARAYA,,,,,,INDUSTRIAL,Industrial y comercial,8.00,,30.00,ROTACION,G Bar Mira Chap,BARRANCA,208729,461854,,2,209,20905,SALINAS,2005-12-16
BC-645,ARVIN DIONISIO CARRION,AUTOS OVAL S.A.,,,,,,DOMEST-RIEGO,Agroganadería,4.00,,56.00,PERCUSION,G Bar Mira Chap,BARRANCA,214358,462104,,6,602,60202,JUANILAMA,2006-02-27
BC-646,AyA,AyA,,,,,,ABAST. PUBLICO,Consumo humano,5.00,,100.00,PERCUSION,G Bar Mira Chap,BARRANCA,219300,465202,60.00,6,602,60202,SAN JUAN GRANDE DE ESPARZA,2005-04-30
BC-647,AyA,AyA,,,,,,ABAST. PUBLICO,Consumo humano,9.50,,24.00,PERCUSION,G Bar Mira Chap,BARRANCA,219280,458970,40.00,6,602,60201,BARRANCA DE PUNTARENAS,2005-11-09
BC-648,AyA,AyA,,,,,,ABAST. PUBLICO,Consumo humano,9.50,,35.00,PERCUSION,G Bar Mira Chap,BARRANCA,218400,475000,220.00,6,602,60204,ASENTAMIENTO ROMAKI,2005-12-06
BC-649,AyA,AyA,,,,,,ABAST. PUBLICO,Consumo humano,9.50,,56.00,PERCUSION,G Bar Mira Chap,BARRANCA,217290,473640,300.00,2,204,20403,JESUS MARIA DE SAN MATEO,2005-12-19
BC-65,SIN DATO,CODESA,,,,,,INDUSTRIAL,Industrial y comercial,6.30,,65.00,PERCUSION,G Bar Mira Chap,BARRANCA,216550,463750,,6,602,60202,JUANILAMA,1978-01-23
BC-650,AGUA SEGURA LTDA.,ROSA DEL CUARROS S.A.,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,103.00,ROTACION,G Bar Mira Chap,BARRANCA,204170,467171,,6,611,61102,LAGUNILLAS,2006-03-13
BC-651,AGUA SEGURA LTDA.,RICARDO LARA GAMBOA,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,70.00,ROTACION,G Bar Mira Chap,BARRANCA,209825,470015,122.00,2,209,20905,HIDALGO,2006-03-13
BC-652,HIDROMAQ S.A.,QUEBRADA NEGRA DE OCCIDENTE S.A,,,,,,DOMESTICO,Consumo humano,1.00,,70.00,PERCUSION,GRUPO AGUACATE,BARRANCA,207417,478000,,2,209,20901,OROTINA,2006-03-30
BC-653,SPRING WATER S.A.,LUIS ELBERTH FALLAS HIDALGO,,,,,,DOMEST-RIEGO,Agroganadería,1.50,,42.00,OTRO,G Bar Mira Chap,BARRANCA,213986,461776,,6,602,60202,JUANILAMA,2006-03-30
BC-654,GOLDONI S.A.,ADOLFO CAMPOS SUAREZ,,,,,,DOMEST-RIEGO,Agroganadería,3.00,,80.00,ROTACION,G Bar Mira Chap,BARRANCA,219300,460400,,6,602,60201,MOJON,2006-05-09
BC-655,MU?OZ MMA LTDA.,FEDERICO SANDI Y ANGELA CAMPOS MONTERO,,,,,,DOMESTICO,Consumo humano,3.00,,65.00,PERCUSION,G Bar Mira Chap,BARRANCA,208811,465142,122.00,2,209,20905,UVITA,2006-05-09
BC-656,AyA,AYA,,,,,,ABAST. PUBLICO,Consumo humano,8.00,,51.00,PERCUSION,G Bar Mira Chap,BARRANCA,208800,479900,,2,209,20901,COYOLAR DE OROTINA  # 3,2004-10-12
BC-657,AyA,AYA,,,,,,ABAST. PUBLICO,Consumo humano,4.00,,79.00,PERCUSION,G Bar Mira Chap,BARRANCA,210100,469250,,2,209,20905,ESTACION HIDALGO DE OROTINA,2004-09-24
BC-658,AyA,I.C.A.A,,,,,,ABAST. PUBLICO,Consumo humano,7.50,,91.00,PERCUSION,G Bar Mira Chap,BARRANCA,209700,464800,,2,209,20905,UVITA DE OROTINA,2004-09-17
BC-659,AyA,AYA,,,,,,ABAST. PUBLICO,Consumo humano,5.00,,77.00,PERCUSION,G Bar Mira Chap,BARRANCA,209700,470400,,2,209,20905,LA CEIBA DE OROTINA,2004-10-30
BC-66,SIN DATO,DAMIAN MENDOZA,,,,,,DOMESTICO,Consumo humano,0.50,,3.00,OTRO,G Bar Mira Chap,BARRANCA,218700,454900,10.00,6,601,60115,CALLE ARREO,1978-01-27
BC-660,AyA,AYA,,,,,,ABAST. PUBLICO,Consumo humano,8.00,,80.00,OTRO,G Bar Mira Chap,BARRANCA,216300,467400,,6,602,60204,EL BARON DE ESPARZA,2003-02-15
BC-661,AyA,COMUNIDAD,,,,,,DOMESTICO,Consumo humano,1.00,,59.00,ROTACION,G Bar Mira Chap,BARRANCA,209200,475200,,2,209,20904,COYOLAR,2003-05-09
BC-662,HIDROMAQ S.A.,ANSELMO PRADO RODRIGUEZ,,,,,,DOMESTICO,Consumo humano,0.50,,70.00,PERCUSION,G Bar Mira Chap,BARRANCA,204200,477000,55.00,1,116,11603,S.JUAN DE MATA,2006-05-24
BC-663,ARVIN DIONISIO CARRION,DANILO CASTRILLO VENEGAS,,,,,,VARIOS,Otros,1.50,,60.00,PERCUSION,G Bar Mira Chap,BARRANCA,214455,462279,,6,602,60202,EL JOCOTE,2006-05-24
BC-664,AyA,AYA,,,,,,ABAST. PUBLICO,Consumo humano,3.00,,100.00,PERCUSION,G Bar Mira Chap,BARRANCA,214900,469200,,2,204,20403,LABRADOR DE SAN MATEO,2003-07-26
BC-665,ZARAGOZA S.A.,ELIZABETH AVILA BOLA?OS,,,,,,DOMESTICO,Consumo humano,2.20,,60.00,PERCUSION,G Bar Mira Chap,BARRANCA,209730,479276,,2,209,20901,OROTINA,2006-05-25
BC-666,AGUA SEGURA LTDA.,ALBERTO DE JESUS OBANDO LEON,,,,,,DOMESTICO,Consumo humano,3.00,,50.00,ROTACION,G Bar Mira Chap,BARRANCA,219335,466177,,6,602,60202,SAN JUAN CHIQUITO,2006-06-22
